salary,age,elevel,car,zipcode,credit,brand
141243.65,63,2,5,2,183825.25,1
128330.43,28,1,7,6,462238.71,1
30333.47,41,1,8,2,263167.39,1
71914.19,65,0,11,0,133083.18,1
97946.86,39,4,8,3,203409.65,0
44569.14,45,2,14,1,376935.25,1
79292.49,74,3,7,0,20552.22,1
88684.43,47,4,6,3,168247.02,0
59148.76,65,1,13,7,31838.67,0
89066.28,36,4,3,8,177358.17,0
71791.30,48,1,10,6,188699.92,1
98860.28,70,2,15,1,219758.69,1
45245.75,54,1,8,8,449150.88,1
51945.93,23,3,13,6,303129.77,0
144767.89,51,4,3,4,66589.92,1
26834.61,77,3,2,3,342834.85,1
43575.07,59,2,8,1,465293.61,0
144407.90,78,3,19,8,482244.32,1
142994.77,33,3,10,7,273754.06,1
148814.10,28,2,10,2,313204.47,1
146528.23,33,2,9,7,59482.37,1
114796.57,49,4,12,7,85769.23,0
35710.16,54,0,9,0,232112.75,1
110521.29,34,4,16,0,492096.32,1
145623.97,74,3,17,2,434197.48,1
148813.41,43,3,9,1,175685.97,1
131743.96,54,0,20,8,262920.22,1
78849.22,74,0,10,5,288186.33,1
68552.55,44,4,6,8,169226.44,1
58773.96,44,0,16,2,232473.35,1
146645.62,42,1,12,8,97794.31,1
126636.87,77,3,1,7,9269.19,1
90414.24,68,2,19,7,121155.69,1
74837.80,49,0,5,3,389789.73,0
87234.52,57,1,12,1,177170.58,0
81730.43,76,0,13,1,437942.95,1
125344.63,42,0,10,1,240953.14,1
68660.23,21,1,6,1,268930.47,0
124733.94,42,0,7,0,476885.56,0
52668.25,73,0,1,1,396814.05,0
136940.91,69,1,13,6,302309.02,1
124504.81,61,1,5,2,30073.77,1
124123.26,35,2,4,7,21514.02,1
86262.59,63,2,6,3,113409.29,1
28760.16,75,0,7,8,427625.27,0
140024.34,74,1,7,4,278143.42,1
68720.38,65,3,10,7,29467.36,0
69012.87,66,0,12,0,382354.35,0
87202.79,29,2,18,0,473726.91,0
73181.65,56,1,3,2,288666.26,1
40472.62,36,3,9,4,27757.31,1
99678.08,70,1,8,1,406925.92,1
68680.97,61,0,11,4,424099.34,1
53929.22,23,0,15,3,120792.83,0
65762.52,50,0,10,1,151590.80,1
123636.83,47,3,7,2,326631.64,1
130064.15,59,4,18,0,479830.50,1
146933.55,77,0,19,8,180801.20,1
36454.26,32,1,20,6,433554.45,1
23020.05,57,4,19,3,139970.35,1
40611.17,60,2,6,3,500000.00,1
22500.96,70,4,4,3,197371.12,1
105469.99,33,2,2,0,393729.39,1
108282.16,25,2,4,2,420460.58,1
89512.32,25,4,11,4,65806.69,0
75361.63,47,0,7,4,286135.73,0
35141.40,67,4,14,5,394154.53,0
117678.75,47,1,1,7,404351.03,0
85771.16,58,1,3,7,99067.37,0
140590.01,47,2,1,0,497022.47,1
136790.50,55,4,16,7,208073.39,1
20000.00,63,4,15,7,220804.60,1
106287.53,50,4,4,1,179375.67,0
130707.39,61,2,20,2,418737.42,1
107601.08,52,2,7,6,282673.14,0
74734.13,51,3,8,4,385513.10,0
57204.13,65,3,20,8,120859.48,0
48607.94,56,0,8,6,389571.83,1
78335.67,25,0,12,2,292751.92,0
107692.47,56,2,12,7,309563.51,0
37894.79,60,3,18,5,267751.75,0
141914.07,62,0,8,8,163681.33,1
44543.67,31,1,13,5,380209.61,1
101632.29,47,2,2,2,407884.78,0
104587.52,52,0,20,7,411832.22,0
120770.17,43,4,20,1,194597.02,1
131050.27,24,0,14,2,416287.34,1
79597.32,70,3,18,4,120750.18,1
134619.12,63,1,5,7,170934.43,1
65819.73,55,3,11,1,239522.22,1
106050.34,41,4,4,3,339864.00,0
111372.47,44,2,9,0,73753.54,0
108615.36,40,2,9,4,436806.53,1
97973.06,63,2,16,2,378674.28,1
106225.32,62,3,2,5,396333.06,1
45007.41,66,4,5,7,52873.02,0
109015.13,26,2,12,4,488178.01,1
103061.64,79,4,3,3,219753.81,1
79196.86,66,2,14,2,302154.43,1
133686.08,63,2,2,5,450122.12,1
31163.07,44,0,13,3,99838.28,1
103899.32,66,2,10,8,244985.81,1
100434.33,38,4,19,2,153469.29,0
84210.47,39,2,12,1,329644.84,0
76104.69,52,4,13,6,283774.40,1
107690.92,51,3,8,1,62071.54,0
132525.44,34,2,17,2,481932.24,1
40241.41,62,2,10,7,320321.51,0
43310.00,72,0,16,2,0.00,0
88860.08,29,1,14,3,126961.64,0
133141.36,59,0,16,0,440738.84,1
95574.07,72,3,10,4,63839.05,1
64608.66,74,4,15,3,443443.54,0
107864.68,20,4,7,0,205941.23,1
120431.14,54,3,1,5,441768.78,0
149025.21,22,1,5,2,171346.52,1
105193.40,32,2,11,0,353548.99,1
113896.58,65,2,8,6,334689.61,1
98015.25,74,4,20,0,68100.86,1
139667.34,73,2,20,4,196901.11,1
98564.86,68,0,6,7,371689.78,1
51319.15,80,2,13,0,146483.11,0
91360.87,51,1,3,3,334374.62,0
148225.79,74,4,13,1,207018.31,1
91603.04,72,3,5,4,471317.12,1
133921.48,72,2,12,0,178466.68,1
100350.36,26,2,13,3,172146.47,1
44902.86,38,4,7,3,221258.18,1
39817.97,23,1,20,5,476437.55,1
40332.73,59,4,12,8,393785.83,1
69563.97,67,0,5,0,341193.42,0
30320.17,79,4,6,5,224247.66,0
94582.01,77,1,9,4,287056.75,1
91850.42,76,0,1,3,494372.41,1
96531.99,63,0,9,3,293550.39,1
129162.51,40,2,15,1,394593.52,1
75236.86,26,1,5,7,317786.64,0
125868.69,43,1,7,6,59756.60,0
41015.70,66,1,15,4,150557.70,0
68336.09,75,1,18,3,41107.07,0
129665.98,53,0,10,8,424170.12,1
53873.88,61,3,8,4,441657.50,0
82547.87,35,4,20,7,260532.76,0
58740.84,35,3,7,2,161689.67,0
137408.42,27,4,5,4,284313.17,1
49911.56,41,0,14,5,290089.90,1
118430.31,78,1,4,7,194011.69,1
136146.50,79,2,5,5,459900.68,1
85196.45,69,1,13,3,184848.53,1
142470.64,30,2,7,2,411247.04,1
131094.76,31,2,12,2,296793.55,1
78299.26,67,2,12,5,0.00,1
43283.63,69,2,3,0,343214.71,0
39136.56,35,4,3,6,121826.67,1
22028.58,74,1,7,4,331600.69,1
145389.81,36,3,12,0,243431.99,1
43193.43,69,2,9,3,268787.54,0
71836.61,48,2,12,6,315566.54,1
109629.45,52,0,12,4,166851.46,0
120818.89,20,3,13,7,218472.05,1
43120.64,54,3,12,6,176388.83,1
114900.56,79,0,2,8,414042.97,1
93601.66,41,0,14,8,456019.21,0
108162.93,69,4,3,1,184202.64,1
46980.89,55,0,11,7,281468.78,1
77555.20,46,4,15,8,141818.08,0
86843.77,59,3,9,4,159404.84,0
23758.42,46,3,3,2,165917.40,1
20000.00,45,0,16,3,85687.43,1
24663.18,20,0,7,1,447020.17,1
90580.66,62,3,18,2,430619.54,1
108526.38,53,4,5,0,202647.17,0
124784.45,57,0,8,8,208799.34,1
20000.00,48,4,14,6,305192.08,1
148390.27,62,4,8,0,165493.63,1
137659.69,79,1,8,8,72616.54,1
107249.71,73,1,14,8,477654.11,1
71409.95,26,3,18,7,121521.65,0
70474.82,65,3,14,7,326629.51,0
94096.42,74,4,16,0,425943.20,1
118138.69,56,2,12,4,310889.46,0
150000.00,66,2,3,3,255967.80,1
120788.39,72,1,1,8,79710.14,1
29544.00,77,4,19,0,189796.29,0
60980.07,23,2,11,1,163083.43,0
85275.02,66,2,11,8,102150.96,1
130192.33,41,4,10,8,456700.16,1
70431.97,58,1,7,6,472628.14,0
130869.52,34,3,7,5,46319.46,1
24887.60,62,1,9,4,463160.06,1
122307.90,76,4,13,6,249919.30,1
128802.80,50,0,16,6,484038.39,1
48131.32,28,2,6,8,144802.29,1
70078.66,27,2,14,3,258023.79,0
95871.89,38,1,5,3,478077.99,0
141055.50,53,0,17,3,148209.07,1
104935.89,70,0,15,0,356793.57,1
96123.45,54,2,7,7,303557.63,0
105277.65,75,0,7,1,92758.35,1
30356.34,56,2,8,5,359628.48,1
75042.66,61,2,1,0,361558.34,0
150000.00,75,0,3,4,203763.36,1
77216.61,49,1,15,2,11979.88,1
61907.60,27,0,20,5,61684.81,0
23923.15,73,4,11,0,184037.22,0
25762.71,75,4,3,7,250422.93,0
99244.20,69,4,19,6,310066.26,1
150000.00,28,0,11,7,31333.65,1
26400.39,59,0,2,5,366536.93,1
46971.01,42,0,19,2,46719.62,1
142202.48,29,4,1,2,208980.70,1
89160.65,28,3,8,3,307782.50,0
141999.87,54,2,11,0,38824.73,1
39683.05,38,3,13,7,335444.95,1
58510.43,80,0,4,6,178746.06,0
93461.62,24,3,1,3,348657.23,0
143182.51,71,1,5,8,277062.06,1
84352.31,61,1,12,7,73885.24,1
136123.48,77,0,17,1,33656.53,1
55849.39,62,4,1,2,191469.92,0
140380.05,57,4,8,0,217148.27,1
43923.66,65,4,16,8,451212.48,0
148737.33,58,0,1,0,433635.97,1
81718.44,73,1,18,0,67345.91,1
62530.08,33,1,19,3,120075.67,0
30406.53,56,2,19,1,196624.67,1
103307.50,78,3,2,4,241591.65,1
58138.80,63,1,13,7,456378.63,0
74186.48,37,1,19,6,18137.54,0
108705.48,39,4,8,0,169932.49,0
122006.27,63,3,4,5,105784.01,1
137047.76,24,1,3,8,377540.07,1
66511.70,33,1,3,3,378846.97,0
29460.69,51,3,10,5,0.00,1
108877.03,54,4,4,2,296126.21,0
33822.73,73,3,6,4,249095.50,0
52695.69,57,0,10,5,381626.32,1
135383.00,60,2,10,3,500000.00,1
60996.74,46,2,1,4,93010.02,1
29986.21,31,3,4,2,93685.25,1
131236.30,77,0,6,4,176690.82,1
61176.01,65,1,15,4,369206.86,0
93606.98,60,3,13,6,289045.40,1
133101.24,23,4,14,2,87880.00,1
65179.35,24,0,1,7,482568.69,0
94851.52,24,0,12,5,231200.90,0
74937.44,38,3,2,7,176597.99,1
63497.75,20,3,19,2,211957.28,0
52574.00,40,4,5,8,255908.57,0
129629.24,25,2,3,8,476153.67,1
59945.24,43,3,6,4,176031.93,1
81035.20,56,3,9,3,346610.57,0
146476.48,75,4,9,8,347727.04,1
38902.98,25,4,13,6,368002.47,1
81517.92,60,0,11,4,227915.89,1
135028.07,70,0,8,2,392683.62,1
131284.75,67,2,14,0,21240.31,1
32747.57,67,1,10,5,168529.17,0
134753.53,60,1,2,4,196131.06,1
143284.01,79,4,8,1,456797.46,1
78036.92,23,0,9,4,95474.93,0
131557.05,20,1,11,8,214805.05,1
80430.53,68,4,12,3,218028.29,1
79008.84,62,2,9,6,19506.49,1
102303.40,54,0,13,8,104243.16,0
50751.60,28,3,5,8,108827.44,1
148225.86,65,2,16,5,69181.95,1
62677.45,69,0,18,4,25752.89,0
118499.47,60,3,11,5,421456.32,1
143820.99,33,3,20,7,253303.73,1
87159.66,39,2,9,6,479179.48,0
105650.43,70,3,2,3,50358.35,1
90366.85,34,0,15,2,155848.49,0
104237.11,29,1,6,3,285458.15,0
121358.05,80,4,2,2,320311.01,1
111257.12,48,4,5,0,283955.27,0
68721.42,34,3,12,0,493106.41,0
54003.06,42,1,13,3,418167.70,1
30442.53,65,0,13,5,174273.58,0
61508.75,42,3,17,0,409506.18,1
52122.34,79,3,5,3,77496.16,0
126212.60,80,2,19,0,168080.56,1
20000.00,24,2,5,5,155258.16,1
134586.63,36,0,13,4,274435.27,1
132968.75,73,1,4,4,412174.25,1
80675.08,23,3,8,5,394119.08,0
110934.41,76,1,2,1,32436.40,1
80480.28,73,4,13,7,189109.67,1
30449.24,41,2,14,8,435936.44,1
143235.97,20,2,17,2,178899.60,1
95700.50,74,3,12,0,413758.90,1
150000.00,79,2,12,5,256099.62,1
143579.19,71,3,16,2,392487.61,1
108151.33,41,3,13,7,273158.62,0
33019.73,26,1,9,0,430359.39,1
99229.42,80,3,1,3,90239.80,1
41974.69,55,4,11,5,468189.76,1
108188.94,67,4,15,6,55069.59,1
88009.64,76,4,11,0,290174.91,1
23943.20,20,3,2,8,202129.34,1
121257.41,63,3,2,0,115073.12,1
64871.20,28,2,16,4,58345.10,0
25203.11,73,0,12,4,299046.26,0
49928.16,62,1,14,8,388164.34,0
149052.95,71,0,6,4,253951.32,1
119949.66,47,1,19,2,98267.09,0
42753.34,69,3,5,4,363287.28,0
88132.88,71,2,14,0,120256.11,1
47381.20,20,2,8,6,149849.26,1
109984.65,51,4,12,2,12682.54,0
53517.03,28,1,19,2,359745.23,0
28520.78,74,0,7,8,231371.68,1
35279.02,43,3,8,6,322141.68,1
49093.80,68,4,4,7,417868.90,0
78508.80,56,0,20,0,418487.19,0
59391.13,31,0,6,1,36563.49,0
66400.97,25,0,10,1,205292.80,0
85316.58,50,4,20,0,338412.33,0
29411.88,20,4,9,2,128112.58,1
137440.64,50,0,5,1,235951.83,1
96215.93,78,4,20,1,170070.11,1
149381.62,56,2,19,4,499919.02,1
41311.34,70,2,16,2,359642.60,0
117490.81,39,1,10,4,249368.73,1
52286.60,64,3,18,4,222802.94,0
46009.37,57,2,1,6,177097.56,1
97098.05,76,0,19,6,80836.82,1
46896.44,20,1,14,8,73598.01,1
107168.18,64,0,8,4,481758.99,1
40918.35,75,4,11,7,206092.46,0
144760.82,24,0,12,7,222541.84,1
73989.02,78,2,15,5,367196.14,1
92450.82,80,2,7,5,461330.57,1
96015.60,56,4,9,2,292684.34,0
32417.33,75,0,13,3,428593.50,0
20000.00,49,2,4,1,345088.53,1
28130.97,65,4,11,1,23367.08,0
137680.84,64,4,19,3,289043.03,1
64534.64,50,1,9,2,345042.44,1
132373.17,67,3,9,3,274985.78,1
77000.78,26,2,11,4,111019.45,0
49608.72,41,3,10,7,280722.64,1
97568.19,25,0,11,6,13616.27,0
102546.24,70,0,17,0,291644.86,1
39893.50,67,4,20,8,362257.21,0
78327.34,70,4,4,5,194684.72,0
97848.65,80,4,7,7,164679.93,1
136139.33,49,2,18,4,373551.23,1
37593.58,68,4,9,0,412642.93,0
115246.27,50,4,16,7,150135.64,0
78288.85,39,3,18,5,20098.92,0
83900.14,49,2,13,2,153360.47,0
140983.65,26,2,13,8,27217.72,1
118120.03,27,2,9,5,197189.98,1
33959.94,48,3,2,0,448495.34,1
79534.03,34,4,13,5,162546.26,0
63448.11,70,3,18,0,143206.73,0
130478.69,59,0,18,5,285756.87,1
59735.40,21,0,11,3,350647.37,0
50243.86,62,0,5,7,199058.38,0
109986.48,80,2,18,3,350245.93,1
60430.08,55,3,16,6,346987.67,1
126163.06,20,0,4,2,495943.24,1
93655.14,75,4,4,6,74170.88,1
47226.28,50,1,16,2,425477.23,1
133292.06,80,0,2,2,473579.72,1
92851.85,61,2,5,6,242508.84,0
87993.84,59,4,19,8,265191.14,1
38977.24,38,3,16,4,305882.24,1
28013.42,38,2,12,3,300661.13,1
21590.69,27,2,17,6,241856.91,1
113277.25,31,4,4,8,93067.60,1
47023.60,71,2,1,4,87394.55,0
37956.60,20,4,4,6,110987.96,1
29749.97,75,4,10,7,92781.73,0
133270.97,71,3,13,4,67747.63,1
129729.95,48,1,15,5,203525.25,1
38710.73,43,1,16,1,229660.81,1
127918.85,56,1,9,0,328005.13,0
114751.22,38,2,18,1,438398.64,1
131347.74,54,4,7,5,478492.48,1
130607.17,34,0,14,7,82316.02,1
127107.64,46,4,19,6,44654.94,1
125834.67,77,3,12,3,151304.32,1
121215.29,36,2,16,2,489113.59,1
82990.81,54,0,5,5,216229.39,0
42722.88,29,1,7,3,113396.51,1
38897.09,74,4,17,5,272402.83,0
124095.96,52,4,4,6,327869.53,1
32758.07,59,4,15,2,500000.00,1
104120.57,62,4,18,4,196443.42,1
39191.24,78,0,1,6,384901.07,0
34806.28,28,3,11,5,84200.96,1
34094.69,26,2,18,4,213845.77,1
95496.18,41,2,1,4,70538.71,0
76880.03,51,2,13,3,83267.96,0
70302.54,59,4,11,0,208073.54,1
65596.46,58,0,18,5,68041.21,0
24037.32,25,3,9,3,212407.19,1
120052.80,62,1,2,7,291765.69,1
140161.98,65,4,20,7,494620.89,1
102330.43,43,1,4,8,34993.12,0
122704.02,32,1,17,6,367627.50,1
65751.26,20,0,1,7,365564.69,0
113985.96,70,2,4,3,262198.75,1
39785.22,53,0,9,0,233404.80,1
146823.66,59,0,16,4,158981.53,1
90912.45,37,4,18,5,484590.49,0
78583.03,41,4,7,1,169135.85,0
87416.06,66,0,1,1,337740.03,1
149476.46,36,0,13,4,499515.54,1
40144.60,26,1,14,0,183614.34,1
43608.26,38,0,5,2,438733.14,1
77565.89,77,4,3,4,13088.47,0
43647.95,59,3,8,8,444339.48,1
84567.33,26,3,8,1,67581.77,0
22258.87,53,2,13,0,351515.34,1
40521.24,35,0,6,1,14171.96,1
42266.26,20,1,5,6,139491.40,1
70145.32,51,0,9,3,46410.60,1
85662.42,43,1,7,3,79949.20,0
61418.15,44,4,10,7,34948.99,1
51935.67,26,0,7,0,70515.34,0
72836.02,37,0,11,6,204339.11,0
58909.52,48,2,4,0,287192.42,1
49002.74,23,2,15,5,458495.29,1
57149.51,40,2,9,3,285263.53,0
44338.15,70,4,8,1,168029.85,0
129085.06,25,0,20,7,158899.16,1
58209.01,58,0,20,3,207453.85,1
76220.37,49,3,5,6,99245.86,0
118019.91,66,2,5,7,441148.84,1
138846.03,64,3,12,6,251094.35,1
68430.88,53,3,11,4,229249.70,1
99415.51,28,4,19,3,174498.27,1
90274.15,42,2,3,2,430111.05,0
75759.95,22,2,14,6,41755.60,0
125122.02,56,1,2,0,431895.25,1
31228.14,61,2,19,0,180812.07,0
112133.58,41,2,9,1,274164.01,1
20278.24,20,3,18,7,445300.73,1
34775.78,53,0,1,3,26517.38,1
140568.40,63,3,3,7,427204.13,1
63379.69,38,2,20,6,151618.22,0
60548.75,33,2,16,1,77408.87,0
81355.02,53,4,16,6,0.00,0
118609.31,48,0,18,5,326393.71,0
102577.11,34,0,15,3,399444.61,0
145057.58,38,0,18,4,421805.42,1
129808.33,64,3,13,4,419375.37,1
142512.34,80,2,20,0,389752.08,1
70868.33,33,0,12,0,365954.33,0
101542.31,62,3,18,8,165219.38,1
139105.04,46,2,6,5,40573.66,1
136901.61,52,2,5,3,373310.51,1
142056.97,20,4,1,1,275072.62,1
79641.67,42,4,14,2,380729.62,0
69777.97,41,0,4,8,475601.52,0
112208.17,34,2,11,4,189635.71,1
111779.24,28,0,5,0,29352.58,1
70958.72,60,1,11,4,292579.76,0
37643.76,75,2,18,7,111093.89,0
20000.00,21,0,18,3,421702.61,1
20398.11,26,0,16,1,147401.01,1
62804.81,55,3,11,0,436716.05,1
99255.33,55,0,10,8,458817.15,0
108239.35,64,0,4,2,6062.42,1
48968.59,80,0,6,5,324765.45,0
123576.93,31,4,10,5,246309.71,1
139430.04,71,2,11,8,500000.00,1
23626.51,20,2,11,2,169288.32,1
45563.72,48,2,2,3,331592.75,1
72216.27,80,1,13,7,91539.74,1
42269.02,28,4,1,4,500000.00,1
113125.19,66,3,18,1,10253.08,1
33765.22,50,0,6,3,100942.15,1
68553.80,76,1,18,1,265478.40,0
24365.51,52,0,14,1,380290.82,1
48827.02,50,3,17,2,414982.77,1
71743.08,39,2,8,2,210975.61,1
120203.10,57,4,1,5,309230.89,0
90380.01,34,1,9,5,348107.77,0
49493.66,66,3,2,7,280597.72,0
118543.94,41,1,17,8,403434.49,1
47212.12,28,1,19,7,437912.42,1
65640.89,31,2,2,7,365329.26,0
104693.38,42,3,8,5,213139.52,0
26422.47,35,4,17,6,97815.02,1
121711.93,30,2,3,2,239738.29,1
131779.55,61,1,4,6,485574.36,1
41681.87,80,3,18,0,470570.16,0
100439.04,50,3,5,7,224869.23,0
94344.86,55,3,20,4,52908.82,0
47269.58,33,3,11,7,465451.85,0
150000.00,45,3,7,5,108362.65,1
25807.03,50,2,6,5,288461.40,1
34874.65,62,1,17,3,315180.46,0
149326.45,35,3,6,2,409962.19,1
55190.03,23,4,17,5,385819.56,0
20000.00,76,1,17,1,153060.52,1
47130.62,22,2,6,6,325947.44,1
111570.76,69,1,8,1,170414.83,1
132637.97,70,1,9,0,461749.93,1
29914.23,65,0,15,3,253880.39,0
136887.97,46,0,17,1,178139.54,1
78727.45,20,2,9,7,465676.86,0
93995.90,34,1,8,2,463038.28,0
80244.49,34,2,13,4,16546.69,0
118296.65,31,2,4,1,203091.76,1
147433.96,79,0,17,8,444499.48,1
142384.77,38,4,1,8,174977.07,1
60305.33,29,4,3,0,66804.83,0
94607.28,25,3,5,8,220426.28,0
99860.76,68,2,12,4,56642.86,1
25097.16,68,3,13,6,37116.34,1
48448.40,68,0,2,6,396494.21,0
40701.11,60,3,12,2,395025.44,1
69037.22,22,4,15,1,104278.46,0
76648.52,25,0,15,0,307266.62,0
54213.82,33,2,20,4,24591.06,0
23495.75,77,4,9,2,214187.83,0
99663.98,30,3,7,7,322620.18,1
139815.39,65,1,2,1,498848.83,1
133462.18,52,0,20,7,445166.11,1
24874.46,76,1,6,2,181398.26,0
34008.35,75,1,14,4,301814.73,0
51405.94,20,1,20,3,148361.90,1
74286.62,25,4,2,3,309608.76,0
74029.83,33,2,3,5,466465.30,0
25875.22,68,3,14,6,104249.49,0
145327.58,28,0,4,7,217071.92,1
60723.88,36,3,13,6,128995.41,0
65079.68,46,3,15,8,281688.11,1
145920.44,29,3,2,5,226508.43,1
25087.91,57,0,6,7,429874.38,1
34234.16,57,4,1,0,0.00,1
45366.78,57,1,15,6,76876.22,1
88187.94,61,2,10,0,155681.33,1
116061.80,41,4,19,0,81249.30,0
117555.62,77,4,10,3,378002.36,1
20000.00,74,0,15,8,488670.50,1
91458.46,51,3,6,8,140062.83,0
132959.44,42,3,17,2,227389.50,1
112599.06,76,0,6,5,136719.41,1
38823.94,71,2,4,1,68422.60,0
71984.44,55,1,4,4,159576.57,1
48577.93,52,1,15,5,335543.48,1
141160.73,31,0,10,3,386216.42,1
140983.68,37,1,3,0,119829.81,1
97742.37,50,0,5,7,262306.79,0
83492.27,33,4,1,5,480148.93,0
86261.27,69,2,11,4,27122.74,1
86511.98,60,0,18,6,221140.90,0
125474.23,54,0,14,1,250981.71,1
124021.66,58,1,6,7,223766.33,1
49188.74,71,1,15,6,155177.89,0
96084.55,39,2,19,8,176381.77,0
48812.17,49,1,10,0,232589.69,1
129396.97,67,0,17,6,180106.21,1
138884.15,24,4,12,1,380508.99,1
20000.00,27,2,4,8,424949.14,1
113794.23,50,0,9,8,179423.60,0
99881.36,77,2,11,0,181885.41,1
30859.97,69,0,11,7,464400.67,0
128474.53,39,0,11,5,304716.82,1
108210.11,80,0,19,2,129663.80,1
75113.06,34,4,19,3,308755.76,0
103423.47,47,1,17,5,95305.61,0
72901.47,49,0,18,5,244615.37,1
95381.31,78,2,11,3,171502.70,1
23665.46,47,1,20,0,226991.27,1
61038.22,64,1,8,4,151412.46,0
145831.81,39,2,12,3,0.00,1
36756.59,71,0,8,7,326455.79,0
47976.76,27,2,17,0,473775.18,1
30133.07,38,0,16,4,275450.30,1
57823.36,29,3,5,8,462958.92,0
82457.10,56,2,19,4,9281.65,0
139824.62,26,1,4,2,412237.40,1
43300.57,25,1,7,1,203395.41,1
134907.33,24,0,18,0,325070.76,1
44226.34,21,3,10,3,106399.43,1
87691.78,51,1,10,6,360069.63,0
41338.98,37,2,17,3,213757.64,1
142240.58,52,0,2,8,174007.17,1
89961.18,34,3,9,5,311210.58,0
39398.61,48,3,19,4,457380.56,1
31960.12,59,2,3,6,460272.87,1
150000.00,33,0,1,0,294190.18,1
75119.93,72,3,15,8,290691.07,0
125257.47,29,4,3,5,143389.01,1
130592.64,31,4,4,7,263877.20,1
34915.87,32,2,10,7,355187.42,1
104199.75,60,3,13,6,328498.94,1
74683.91,62,4,19,4,500000.00,0
121664.14,57,3,12,6,47197.14,0
82846.22,50,0,13,7,429932.48,0
59414.76,28,3,8,0,21386.75,0
32496.17,38,1,13,6,142100.33,1
118272.77,29,4,7,5,110709.20,1
97054.70,75,3,11,7,157401.27,1
85901.27,30,1,20,7,234342.03,0
43483.01,53,4,5,0,468126.31,1
111929.85,23,2,13,7,61853.43,1
27524.80,31,1,2,5,387889.88,1
104790.38,72,1,6,1,344285.23,1
51866.46,76,1,12,5,352273.16,0
24371.25,37,4,14,8,317610.85,1
119656.23,77,3,4,6,15383.70,1
129345.42,75,1,9,3,392781.50,1
58772.39,47,1,11,3,168148.08,1
114343.15,26,3,4,8,437725.66,1
147733.59,32,2,19,7,191580.65,1
67476.26,53,0,5,7,412976.85,1
41852.40,20,3,1,1,436558.37,1
44002.01,26,0,20,3,311127.85,1
97732.57,73,2,8,5,157194.54,1
69168.70,49,0,14,4,500000.00,1
102647.53,57,0,18,4,200375.75,0
41504.72,27,1,4,4,57367.40,1
149864.97,66,2,14,8,232596.56,1
64764.66,44,4,17,0,240847.66,1
124800.35,37,1,10,7,438386.65,1
85247.96,58,2,3,6,263341.71,0
70837.84,52,4,1,1,445959.61,1
44804.76,57,4,15,0,437637.72,1
28580.53,32,2,9,2,150417.53,1
118977.32,80,3,19,2,301275.34,1
124903.88,47,4,15,8,144267.90,0
30986.95,53,1,16,6,433316.26,1
67512.97,77,2,10,1,82443.35,0
63978.54,53,0,9,2,237147.26,1
54098.96,36,0,11,2,192710.65,0
48880.50,63,3,13,3,167654.69,0
24881.94,41,4,16,5,177903.97,1
125823.70,28,4,9,4,326689.43,1
65694.01,55,4,17,5,333032.33,1
143485.71,47,3,9,3,265875.86,1
41263.56,71,4,9,0,241165.12,0
82301.99,66,4,10,0,376700.68,1
125665.20,70,2,11,1,58331.38,1
26996.95,31,2,14,4,241632.44,1
59573.74,28,1,16,3,460835.84,0
121426.20,42,1,15,4,87875.35,1
121237.21,76,3,8,0,31004.59,1
40443.91,69,3,14,1,76090.30,0
54645.35,72,4,6,1,421296.74,0
115939.49,47,3,9,3,431828.71,0
94485.20,29,3,15,1,500000.00,0
130243.31,64,4,20,4,284698.34,1
137857.83,76,0,8,3,91172.41,1
94058.45,77,4,9,4,403377.79,1
95934.21,61,2,3,0,199927.54,0
65364.85,45,4,7,5,331778.67,1
25496.76,38,3,6,4,143536.81,1
32145.63,24,1,2,6,479263.51,1
62694.03,63,1,2,7,79557.29,0
94811.30,42,1,5,8,456019.75,0
141276.36,44,2,17,6,294196.55,1
67864.07,64,0,1,4,18157.90,0
92207.86,33,0,5,1,378857.21,0
61209.81,74,2,7,7,123282.85,0
149168.94,76,4,19,5,89609.94,1
56552.53,34,0,1,7,312848.34,0
20000.00,72,0,20,0,36039.01,1
93801.93,66,1,13,1,466698.73,1
84949.18,47,3,4,6,105215.06,0
93182.77,51,4,16,8,402386.86,0
99041.94,33,4,16,3,421469.92,1
92571.96,73,3,15,1,346927.48,1
60600.66,55,0,2,5,500000.00,1
68000.32,71,1,19,3,470081.79,0
77696.86,44,2,12,7,326678.79,0
40264.07,43,0,3,7,280846.80,1
127712.38,75,4,8,3,438235.07,1
112690.03,37,2,11,3,6607.32,1
69190.08,64,2,4,5,119917.17,0
44473.10,23,4,14,5,81840.89,0
124846.34,68,1,5,7,0.00,1
36857.52,72,3,11,7,269422.59,0
92298.66,74,3,15,8,84827.56,1
150000.00,41,2,1,6,222769.46,1
106547.12,56,2,5,6,251904.04,0
94539.21,48,2,12,7,388330.60,0
113045.19,58,3,1,7,453968.52,0
95586.03,67,1,12,1,316458.00,1
55218.02,64,2,17,8,17718.26,0
123901.45,38,3,19,6,346460.46,1
133431.11,57,2,17,1,378385.76,1
22068.44,34,2,8,2,306865.50,1
52326.37,41,4,8,6,471189.88,1
26610.90,22,4,3,3,325495.29,1
76732.55,32,4,18,3,382630.14,0
57446.54,72,4,20,3,73844.56,0
116039.37,28,3,12,2,174752.36,1
126518.65,45,1,2,8,196290.28,0
95880.39,51,0,14,8,144707.24,0
26044.62,52,1,11,2,397306.54,1
122145.59,66,3,9,4,201930.31,1
